Location,Court,Date,Time,Status
Alpha Auburn,Court 22,2024-12-26,9:00am,unavailable
Alpha Auburn,Court 1,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 2,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 3,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 4,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 5,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 6,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 7,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 8,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 9,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 10,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 11,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 12,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 13,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 14,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 15,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 16,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 17,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 18,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 19,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 20,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 21,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 22,2024-12-26,10:00am,unavailable
Alpha Auburn,Court 1,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 2,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 3,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 4,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 5,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 6,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 7,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 8,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 9,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 10,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 11,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 12,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 13,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 14,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 15,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 16,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 17,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 18,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 19,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 20,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 21,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 22,2024-12-26,11:00am,unavailable
Alpha Auburn,Court 1,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 2,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 3,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 4,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 5,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 6,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 7,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 8,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 9,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 10,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 11,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 12,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 13,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 14,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 15,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 16,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 17,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 18,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 19,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 20,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 21,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 22,2024-12-26,12:00pm,unavailable
Alpha Auburn,Court 1,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 2,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 3,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 4,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 5,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 6,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 7,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 8,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 9,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 10,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 11,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 12,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 13,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 14,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 15,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 16,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 17,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 18,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 19,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 20,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 21,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 22,2024-12-26,1:00pm,unavailable
Alpha Auburn,Court 1,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 2,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 3,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 4,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 5,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 6,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 7,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 8,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 9,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 10,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 11,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 12,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 13,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 14,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 15,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 16,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 17,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 18,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 19,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 20,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 21,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 22,2024-12-26,2:00pm,unavailable
Alpha Auburn,Court 1,2024-12-26,3:00pm,unavailable
Alpha Auburn,Court 2,2024-12-26,3:00pm,unavailable
Alpha Auburn,Court 3,2024-12-26,3:00pm,unavailable
Alpha Auburn,Court 4,2024-12-26,3:00pm,unavailable
Alpha Auburn,Court 5,2024-12-26,3:00pm,unavailable
Alpha Auburn,Court 6,2024-12-26,3:00pm,unavailable
Alpha Auburn,Court 7,2024-12-26,3:00pm,unavailable
Alpha Auburn,Court 8,2024-12-26,3:00pm,unavailable
